PRISM Time Series Data
Location:  Lat: 36.0244   Lon: -111.8554   Elev: 1353m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1997-01 - 2020-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-May-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2014-02,0.18,1.2,8.4,15.6
2014-03,6.63,3.1,10.9,18.8
2014-04,7.09,6.7,14.5,22.3
2014-05,0.87,11.0,19.0,27.0
2014-06,0.00,16.5,25.6,34.8
2014-07,31.31,20.6,28.2,35.9
2014-08,49.82,17.2,24.5,31.8
2014-09,60.28,15.7,23.4,31.0
2014-10,1.08,9.8,17.6,25.5
2014-11,0.01,2.8,10.0,17.3
2014-12,43.80,0.2,4.8,9.4
2015-01,32.63,-0.5,5.0,10.6
2015-02,25.44,2.2,9.7,17.2
2015-03,26.51,4.6,12.3,19.9
2015-04,5.80,6.0,14.1,22.3
2015-05,14.82,9.8,16.7,23.6
2015-06,33.17,17.4,26.0,34.7
2015-07,41.14,18.4,26.1,33.9
2015-08,104.05,18.5,25.9,33.4
2015-09,18.10,15.3,23.2,31.2
2015-10,86.58,10.4,16.9,23.3
2015-11,10.10,1.1,7.4,13.7
2015-12,17.93,-3.8,2.3,8.4
2016-01,11.04,-3.2,2.7,8.6
2016-02,10.79,-0.0,8.2,16.5
2016-03,5.10,4.0,12.0,20.0
2016-04,17.17,6.5,14.0,21.5
2016-05,25.96,9.9,17.5,25.1
2016-06,1.68,18.3,27.4,36.5
2016-07,20.65,21.0,29.0,36.9
2016-08,86.14,17.5,24.9,32.2
2016-09,61.81,13.8,21.2,28.7
2016-10,6.97,11.4,18.3,25.3
2016-11,35.97,3.9,10.3,16.8
2016-12,35.97,-1.5,4.2,10.0
2017-01,89.63,-0.6,3.6,7.8
2017-02,27.16,2.8,8.3,13.7
2017-03,4.30,4.4,12.5,20.6
2017-04,9.51,6.2,14.3,22.5
2017-05,16.02,10.1,18.6,27.0
2017-06,1.20,18.1,27.3,36.4
2017-07,55.46,20.2,28.0,35.9
2017-08,34.04,18.1,26.0,34.0
2017-09,17.68,13.7,21.8,29.8
2017-10,0.55,7.5,16.6,25.7
2017-11,0.81,5.3,12.4,19.6
2017-12,1.56,-0.2,6.9,14.0
2018-01,6.51,0.1,6.8,13.4
2018-02,13.73,-0.9,6.4,13.8
2018-03,32.65,2.3,9.6,16.9
2018-04,3.35,8.2,16.8,25.5
2018-05,1.49,11.9,20.4,28.9
2018-06,1.22,18.1,26.9,35.8
2018-07,13.50,19.9,28.1,36.3
2018-08,26.60,19.0,27.0,35.0
2018-09,41.84,15.9,24.2,32.5
2018-10,69.51,8.1,13.8,19.5
2018-11,17.11,1.1,7.8,14.6
2018-12,9.13,-1.6,4.3,10.2
2019-01,25.69,-2.6,3.0,8.6
2019-02,80.64,-2.8,3.1,8.9
2019-03,45.15,3.7,10.1,16.4
2019-04,6.22,8.0,15.8,23.5
2019-05,67.65,7.7,14.9,22.1
2019-06,3.27,15.7,24.1,32.5
2019-07,11.31,19.6,28.3,37.0
2019-08,11.18,20.1,28.3,36.5
2019-09,0.17,15.1,23.4,31.8
2019-10,0.00,4.9,14.3,23.6
2019-11,63.50,2.0,9.5,17.0
2019-12,19.03,-1.9,3.2,8.4
2020-01,4.64,-1.6,4.5,10.7
2020-02,0.10,-1.1,6.3,13.8
2020-03,93.43,3.4,10.0,16.5
2020-04,1.33,7.3,15.3,23.3
2020-05,9.60,12.7,21.7,30.8
2020-06,0.00,15.4,24.9,34.5
2020-07,14.05,19.3,28.1,36.8
2020-08,4.03,21.2,29.8,38.4
2020-09,0.00,14.3,23.8,33.3
2020-10,0.00,8.9,18.3,27.7
2020-11,6.70,2.9,10.5,18.1
2020-12,2.44,-3.4,3.3,10.0
