"site","month","avg_precip","avg_temp"
"BoyceThompsonArboretum",7,54.6875609756098,28.775295043273
"BoyceThompsonArboretum",8,69.3821951219512,28.1380802517703
"BoyceThompsonArboretum",9,44.8780487804878,25.8076422764228
"BoyceThompsonArboretum",10,26.4409756097561,20.4029897718332
"BoyceThompsonArboretum",11,37.6017073170732,14.1466666666667
"BoyceThompsonArboretum",12,58.6856097560976,9.36711250983478
"Cottonwood",1,29.8653658536585,6.9087332808812
"Cottonwood",2,29.6358536585366,8.67693139492971
"Cottonwood",3,29.0775609756098,11.7033044846577
"Cottonwood",4,13.5578048780488,15.4839837398374
"Cottonwood",5,10.6251219512195,19.9731707317073
"Cottonwood",6,5.24024390243902,25.3783739837398
"Cottonwood",7,50.680487804878,28.121243115657
"Cottonwood",8,58.499756097561,27.0253343823761
"Cottonwood",9,36.0985365853659,23.5155284552846
"Cottonwood",10,24.6639024390244,17.3549173878836
"Cottonwood",11,20.9880487804878,11.0661788617886
"Cottonwood",12,33.6519512195122,6.45145554681353
"GrandCanyonDesertView",1,34.7241463414634,1.66129032258065
"GrandCanyonDesertView",2,32.5317073170732,2.98952901597981
"GrandCanyonDesertView",3,38.3051219512195,6.36892210857592
"GrandCanyonDesertView",4,18.9692682926829,10.3065853658537
"GrandCanyonDesertView",5,14.7556097560976,15.2698662470496
"GrandCanyonDesertView",6,7.78536585365854,21.3064227642276
"GrandCanyonDesertView",7,39.7373170731707,23.8250983477577
"GrandCanyonDesertView",8,53.2285365853659,22.243115656963
"GrandCanyonDesertView",9,34.3517073170732,18.6812195121951
"GrandCanyonDesertView",10,27.6926829268293,12.2336742722266
"GrandCanyonDesertView",11,23.4163414634146,5.93626016260163
"GrandCanyonDesertView",12,29.4,1.18520849724626
"GrandCanyonSouthRim",1,36.5590243902439,-0.106451612903226
"GrandCanyonSouthRim",2,33.4882926829268,0.633677760422924
"GrandCanyonSouthRim",3,38.8556097560976,3.44610542879622
"GrandCanyonSouthRim",4,22.1282926829268,6.91211382113821
"GrandCanyonSouthRim",5,18.700487804878,11.8969315499607
"GrandCanyonSouthRim",6,9.40975609756098,17.6188617886179
"GrandCanyonSouthRim",7,48.4851219512195,20.5774193548387
"GrandCanyonSouthRim",8,58.9346341463415,19.059795436664
"GrandCanyonSouthRim",9,41.1112195121951,15.5151219512195
"GrandCanyonSouthRim",10,31.3356097560976,9.36679779701023
"GrandCanyonSouthRim",11,24.019756097561,3.63024390243902
"GrandCanyonSouthRim",12,28.1024390243902,-0.676553894571204
"McDowellSonoranPreserve",1,41.8775609756098,12.1368214004721
"McDowellSonoranPreserve",2,38.9524390243902,13.2345157995915
"McDowellSonoranPreserve",3,45.5617073170732,16.0234461054288
"McDowellSonoranPreserve",4,14.9809756097561,19.8672357723577
"McDowellSonoranPreserve",5,7.01536585365854,24.3298190401259
"McDowellSonoranPreserve",6,1.38268292682927,29.8415447154472
"McDowellSonoranPreserve",7,33.2758536585366,31.6728560188828
"McDowellSonoranPreserve",8,43.4719512195122,31.3089693154996
"McDowellSonoranPreserve",9,29.110243902439,28.9021138211382
"McDowellSonoranPreserve",10,32.9868292682927,23.2724626278521
"McDowellSonoranPreserve",11,23.7404878048781,17.2673983739837
"McDowellSonoranPreserve",12,47.410243902439,12.0895357985838
"GrandCanyonNorthRim",1,71.1556097560976,0.474901652242329
"GrandCanyonNorthRim",2,63.5209756097561,1.469488165325
"GrandCanyonNorthRim",3,67.8521951219512,4.38788355625492
"GrandCanyonNorthRim",4,24.4617073170732,8.38634146341463
"GrandCanyonNorthRim",5,16.5639024390244,13.2981904012589
"GrandCanyonNorthRim",6,9.26853658536585,19.2057723577236
"GrandCanyonNorthRim",7,45.7768292682927,21.7324940991345
"GrandCanyonNorthRim",8,59.1409756097561,20.3381589299764
"GrandCanyonNorthRim",9,36.0424390243902,16.8344715447154
"GrandCanyonNorthRim",10,40.0453658536585,10.6070023603462
"GrandCanyonNorthRim",11,35.3312195121951,4.59487804878049
"GrandCanyonNorthRim",12,49.579756097561,0.172305271439811
